"id";"event_id";"bib";"video_count";"videoname";"upload_time";"orientation";"screen_id";"played_time";"played";"detection_time";"detection";"ready";"approved";"trash";"remark"
"417";;"11157";"4";"11157-4.mp4";"2025-10-03 17:33:01";"1";"1";NULL;"0";NULL;"0";"0";"1";"1";
"418";;"10801";"1";"10801-1.wmv";"2025-10-03 17:35:02";"2";"1";NULL;"0";NULL;"0";"0";"1";"0";
"419";;"1571";"1";"1571-1.mov";"2025-10-03 17:35:12";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"420";;"18137";"2";"18137-2.mov";"2025-10-03 17:35:40";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"421";;"18137";"3";"18137-3.mov";"2025-10-03 17:36:21";"1";"1";NULL;"0";NULL;"0";"0";"1";"1";
"422";;"21834";"1";"21834-1.mp4";"2025-10-03 17:36:42";"2";"1";NULL;"0";NULL;"0";"0";"1";"0";
"423";;"11238";"1";"11238-1.mov";"2025-10-03 17:38:05";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"424";;"8744";"1";"8744-1.mov";"2025-10-03 17:41:02";"2";"1";NULL;"0";NULL;"0";"0";"1";"0";
"425";;"8744";"2";"8744-2.mov";"2025-10-03 17:41:29";"2";"1";NULL;"0";NULL;"0";"0";"1";"0";
"426";;"21834";"2";"21834-2.mp4";"2025-10-03 17:42:05";"2";"1";NULL;"0";NULL;"0";"0";"1";"1";
"427";;"16675";"1";"16675-1.mp4";"2025-10-03 17:47:12";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"428";;"3401";"1";"3401-1.mov";"2025-10-03 17:47:42";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"429";;"3401";"2";"3401-2.mov";"2025-10-03 17:47:46";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"430";;"3401";"3";"3401-3.mov";"2025-10-03 17:47:50";"1";"1";NULL;"0";NULL;"0";"0";"1";"1";
"431";;"27849";"1";"27849-1.mp4";"2025-10-03 17:50:49";"2";"1";NULL;"0";NULL;"0";"0";"1";"0";
"432";;"12664";"1";"12664-1.mov";"2025-10-03 17:50:49";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";"Hase"
"433";;"29427";"3";"29427-3.mov";"2025-10-03 17:51:25";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"434";;"29599";"2";"29599-2.mp4";"2025-10-03 17:51:40";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"435";;"29599";"3";"29599-3.mp4";"2025-10-03 17:52:09";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"436";;"22223";"1";"22223-1.mp4";"2025-10-03 18:01:35";"2";"1";NULL;"0";NULL;"0";"0";"1";"0";
"437";;"18016";"1";"18016-1.mov";"2025-10-03 18:04:42";"2";"1";NULL;"0";NULL;"0";"0";"1";"0";
"438";;"22985";"1";"22985-1.mp4";"2025-10-03 18:08:27";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"439";;"15014";"1";"15014-1.mp4";"2025-10-03 18:09:55";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";"Party!"
"440";;"13443";"1";"13443-1.mov";"2025-10-03 18:11:23";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"441";;"5779";"1";"5779-1.mov";"2025-10-03 18:11:58";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"442";;"5779";"2";"5779-2.mov";"2025-10-03 18:12:00";"1";"1";NULL;"0";NULL;"0";"0";"1";"1";
"443";;"19605";"1";"19605-1.mp4";"2025-10-03 18:14:36";"2";"1";NULL;"0";NULL;"0";"0";"1";"0";
"444";;"8335";"1";"8335-1.mp4";"2025-10-03 18:18:45";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"445";;"2752";"1";"2752-1.mp4";"2025-10-03 18:19:14";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"446";;"543";"1";"543-1.mp4";"2025-10-03 18:22:35";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"447";;"1688";"1";"1688-1.mov";"2025-10-03 18:22:55";"2";"1";NULL;"0";NULL;"0";"0";"1";"0";
"448";;"1698";"1";"1698-1.mov";"2025-10-03 18:25:35";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";"international"
"449";;"25078";"1";"25078-1.mov";"2025-10-03 18:27:48";"2";"1";NULL;"0";NULL;"0";"0";"1";"0";
"450";;"28499";"2";"28499-2.mp4";"2025-10-03 18:28:28";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"451";;"25414";"1";"25414-1.mov";"2025-10-03 18:29:31";"2";"1";NULL;"0";NULL;"0";"0";"1";"0";
"452";;"2779";"7";"2779-7.mp4";"2025-10-03 18:31:59";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"453";;"12340";"2";"12340-2.mkv";"2025-10-03 18:35:04";"2";"1";NULL;"0";NULL;"0";"0";"1";"1";
"454";;"15920";"1";"15920-1.mov";"2025-10-03 18:36:17";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"455";;"752";"1";"752-1.mov";"2025-10-03 18:36:59";"2";"1";NULL;"0";NULL;"0";"0";"1";"0";
"456";;"23643";"2";"23643-2.mp4";"2025-10-03 18:41:12";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"457";;"22252";"1";"22252-1.mov";"2025-10-03 18:41:56";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"458";;"8234";"1";"8234-1.mp4";"2025-10-03 18:46:37";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"459";;"33109";"1";"33109-1.mov";"2025-10-03 18:49:02";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"460";;"2779";"8";"2779-8.mov";"2025-10-03 18:53:42";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"461";;"2779";"9";"2779-9.MOV";"2025-10-03 18:55:10";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"462";;"932";"3";"932-3.mp4";"2025-10-03 18:58:18";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"463";;"14401";"1";"14401-1.mov";"2025-10-03 19:01:50";"2";"1";NULL;"0";NULL;"0";"0";"1";"0";
"464";;"9461";"1";"9461-1.mp4";"2025-10-03 19:04:38";"2";"1";NULL;"0";NULL;"0";"0";"1";"0";
"465";;"10113";"1";"10113-1.mp4";"2025-10-03 19:05:46";"2";"1";NULL;"0";NULL;"0";"0";"1";"0";
"466";;"11238";"2";"11238-2.mp4";"2025-10-03 19:10:05";"1";"1";NULL;"0";NULL;"0";"0";"1";"1";
"467";;"23062";"1";"23062-1.mov";"2025-10-03 19:10:27";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"468";;"23062";"2";"23062-2.mov";"2025-10-03 19:10:30";"1";"1";NULL;"0";NULL;"0";"0";"1";"1";
"469";;"29599";"4";"29599-4.mp4";"2025-10-03 19:10:36";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"470";;"19000";"1";"19000-1.mp4";"2025-10-03 19:10:49";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"471";;"24724";"1";"24724-1.mov";"2025-10-03 19:11:04";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";"stimmung"
"472";;"29599";"5";"29599-5.mp4";"2025-10-03 19:11:46";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"473";;"29266";"1";"29266-1.mov";"2025-10-03 19:11:58";"2";"1";NULL;"0";NULL;"0";"0";"1";"0";
"474";;"29266";"2";"29266-2.mov";"2025-10-03 19:12:09";"2";"1";NULL;"0";NULL;"0";"0";"1";"1";
"475";;"15366";"1";"15366-1.mov";"2025-10-03 19:13:46";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"476";;"19099";"1";"19099-1.mp4";"2025-10-03 19:14:09";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"477";;"15366";"2";"15366-2.mov";"2025-10-03 19:14:50";"1";"1";NULL;"0";NULL;"0";"0";"1";"1";
"478";;"22006";"1";"22006-1.mp4";"2025-10-03 19:16:00";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"479";;"22006";"2";"22006-2.mp4";"2025-10-03 19:16:05";"1";"1";NULL;"0";NULL;"0";"0";"1";"1";
"480";;"8744";"3";"8744-3.mov";"2025-10-03 19:18:18";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"481";;"22223";"2";"22223-2.mov";"2025-10-03 19:23:06";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"482";;"22223";"3";"22223-3.mov";"2025-10-03 19:23:18";"1";"1";NULL;"0";NULL;"0";"0";"1";"1";
"483";;"32762";"1";"32762-1.mp4";"2025-10-03 19:27:45";"2";"1";NULL;"0";NULL;"0";"0";"1";"0";
"484";;"6297";"2";"6297-2.mp4";"2025-10-03 19:28:05";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"485";;"24102";"2";"24102-2.mp4";"2025-10-03 19:28:27";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"486";;"12340";"3";"12340-3.mp4";"2025-10-03 19:28:53";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";"ohne ton"
"487";;"1236";"2";"1236-2.mp4";"2025-10-03 19:30:34";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"488";;"9948";"1";"9948-1.mov";"2025-10-03 19:31:48";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"489";;"24068";"1";"24068-1.MOV";"2025-10-03 19:34:11";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"490";;"18554";"1";"18554-1.mov";"2025-10-03 19:34:25";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"491";;"14466";"1";"14466-1.mov";"2025-10-03 19:38:02";"2";"1";NULL;"0";NULL;"0";"0";"1";"1";
"492";;"23056";"3";"23056-3.mp4";"2025-10-03 19:41:41";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";"funny"
"493";;"23056";"4";"23056-4.mp4";"2025-10-03 19:41:46";"1";"1";NULL;"0";NULL;"0";"0";"1";"1";
"494";;"25461";"1";"25461-1.mp4";"2025-10-03 19:43:07";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"495";;"14466";"2";"14466-2.mov";"2025-10-03 19:43:24";"2";"1";NULL;"0";NULL;"0";"0";"1";"0";
"496";;"18360";"1";"18360-1.mov";"2025-10-03 19:44:05";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"497";;"16560";"1";"16560-1.mov";"2025-10-03 19:44:54";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"498";;"14466";"3";"14466-3.mov";"2025-10-03 19:45:05";"2";"1";NULL;"0";NULL;"0";"0";"1";"1";
"499";;"23445";"1";"23445-1.mov";"2025-10-03 19:46:57";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";"mid maske aus dem bett"
"500";;"9948";"2";"9948-2.mp4";"2025-10-03 19:48:35";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"501";;"9948";"3";"9948-3.mp4";"2025-10-03 19:48:38";"1";"1";NULL;"0";NULL;"0";"0";"1";"1";
"502";;"25460";"1";"25460-1.mp4";"2025-10-03 19:48:39";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"503";;"2779";"10";"2779-10.mov";"2025-10-03 19:48:45";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"504";;"2779";"11";"2779-11.mp4";"2025-10-03 19:48:54";"1";"1";NULL;"0";NULL;"0";"0";"1";"1";
"505";;"13973";"1";"13973-1.mp4";"2025-10-03 19:49:24";"2";"1";NULL;"0";NULL;"0";"0";"1";"0";
"506";;"932";"4";"932-4.mov";"2025-10-03 19:50:09";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"507";;"32133";"1";"32133-1.mp4";"2025-10-03 19:52:33";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"508";;"3813";"1";"3813-1.mov";"2025-10-03 19:52:42";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"509";;"3496";"1";"3496-1.mov";"2025-10-03 19:52:44";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"510";;"32133";"2";"32133-2.mp4";"2025-10-03 19:52:52";"1";"1";NULL;"0";NULL;"0";"0";"1";"1";
"511";;"3033";"1";"3033-1.mov";"2025-10-03 19:55:18";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"512";;"29050";"1";"29050-1.mov";"2025-10-03 19:55:51";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"513";;"12551";"1";"12551-1.mp4";"2025-10-03 19:59:39";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"514";;"19887";"1";"19887-1.mov";"2025-10-03 20:01:54";"2";"1";NULL;"0";NULL;"0";"0";"1";"0";
"515";;"4863";"2";"4863-2.mov";"2025-10-03 20:02:15";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"516";;"14064";"1";"14064-1.MOV";"2025-10-03 20:02:36";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"517";;"14064";"2";"14064-2.MOV";"2025-10-03 20:02:41";"1";"1";NULL;"0";NULL;"0";"0";"1";"1";
"518";;"14064";"3";"14064-3.MOV";"2025-10-03 20:02:45";"1";"1";NULL;"0";NULL;"0";"0";"1";"1";
"519";;"6297";"3";"6297-3.mp4";"2025-10-03 20:03:03";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"520";;"14719";"1";"14719-1.mov";"2025-10-03 20:05:34";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";"süß"
"521";;"14064";"4";"14064-4.MOV";"2025-10-03 20:06:21";"1";"1";NULL;"0";NULL;"0";"0";"1";"1";
"522";;"3033";"2";"3033-2.mp4";"2025-10-03 20:09:00";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"523";;"6118";"1";"6118-1.mp4";"2025-10-03 20:12:45";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"524";;"6118";"2";"6118-2.mp4";"2025-10-03 20:13:00";"1";"1";NULL;"0";NULL;"0";"0";"1";"1";
"525";;"9135";"2";"9135-2.MOV";"2025-10-03 20:15:23";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"526";;"23568";"1";"23568-1.mov";"2025-10-03 20:16:30";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";"kind für onkel"
"527";;"11747";"1";"11747-1.mov";"2025-10-03 20:17:54";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";"Kids"
"528";;"14705";"1";"14705-1.mp4";"2025-10-03 20:23:00";"2";"1";NULL;"0";NULL;"0";"0";"1";"0";
"529";;"4892";"1";"4892-1.mov";"2025-10-03 20:26:56";"2";"1";NULL;"0";NULL;"0";"0";"1";"0";
"530";;"4437";"1";"4437-1.mov";"2025-10-03 20:28:09";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"531";;"4886";"1";"4886-1.mov";"2025-10-03 20:28:14";"2";"1";NULL;"0";NULL;"0";"0";"1";"0";
"532";;"5748";"1";"5748-1.mov";"2025-10-03 20:29:12";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"533";;"33085";"1";"33085-1.mov";"2025-10-03 20:30:15";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"534";;"33085";"2";"33085-2.mov";"2025-10-03 20:30:21";"1";"1";NULL;"0";NULL;"0";"0";"1";"1";
"535";;"33085";"3";"33085-3.mov";"2025-10-03 20:30:29";"1";"1";NULL;"0";NULL;"0";"0";"1";"1";
"536";;"4055";"1";"4055-1.mp4";"2025-10-03 20:31:12";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"537";;"4056";"1";"4056-1.mp4";"2025-10-03 20:31:40";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"538";;"33088";"1";"33088-1.mov";"2025-10-03 20:32:01";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"539";;"6297";"4";"6297-4.mp4";"2025-10-03 20:37:39";"2";"1";NULL;"0";NULL;"0";"0";"1";"0";
"540";;"3669";"1";"3669-1.mov";"2025-10-03 20:37:39";"2";"1";NULL;"0";NULL;"0";"0";"1";"0";
"541";;"13449";"1";"13449-1.mov";"2025-10-03 20:40:24";"2";"1";NULL;"0";NULL;"0";"0";"1";"0";
"542";;"7849";"1";"7849-1.mov";"2025-10-03 20:42:03";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"543";;"7849";"2";"7849-2.mov";"2025-10-03 20:42:08";"1";"1";NULL;"0";NULL;"0";"0";"1";"1";
"544";;"114";"1";"114-1.mov";"2025-10-03 20:43:54";"2";"1";NULL;"0";NULL;"0";"0";"1";"0";"sommergrüße"
"545";;"114";"2";"114-2.mov";"2025-10-03 20:44:02";"2";"1";NULL;"0";NULL;"0";"0";"1";"0";
"546";;"3407";"1";"3407-1.mp4";"2025-10-03 20:45:46";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"547";;"12711";"1";"12711-1.mov";"2025-10-03 20:50:05";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";"ohne Ton"
"548";;"27714";"3";"27714-3.mov";"2025-10-03 20:51:55";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"549";;"27714";"4";"27714-4.mov";"2025-10-03 20:52:12";"1";"1";NULL;"0";NULL;"0";"0";"1";"1";
"550";;"28143";"1";"28143-1.mp4";"2025-10-03 20:56:07";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"551";;"5326";"4";"5326-4.MOV";"2025-10-03 20:59:43";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"552";;"8912";"3";"8912-3.mov";"2025-10-03 21:11:30";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"553";;"14668";"1";"14668-1.mov";"2025-10-03 21:11:53";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"554";;"8913";"1";"8913-1.mov";"2025-10-03 21:12:23";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"555";;"28999";"1";"28999-1.mov";"2025-10-03 21:15:55";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"556";;"6297";"5";"6297-5.mp4";"2025-10-03 21:16:58";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"557";;"14668";"2";"14668-2.mov";"2025-10-03 21:18:13";"1";"1";NULL;"0";NULL;"0";"0";"1";"1";
"558";;"28999";"2";"28999-2.mov";"2025-10-03 21:19:11";"1";"1";NULL;"0";NULL;"0";"0";"1";"1";
"559";;"22642";"1";"22642-1.mp4";"2025-10-03 21:29:22";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"560";;"9185";"1";"9185-1.mp4";"2025-10-03 21:31:38";"2";"1";NULL;"0";NULL;"0";"0";"1";"0";
"561";;"9185";"2";"9185-2.mp4";"2025-10-03 21:31:44";"2";"1";NULL;"0";NULL;"0";"0";"1";"1";
"562";;"3042";"2";"3042-2.mp4";"2025-10-03 21:32:08";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"563";;"9184";"1";"9184-1.mp4";"2025-10-03 21:32:29";"2";"1";NULL;"0";NULL;"0";"0";"1";"0";
"564";;"28999";"3";"28999-3.mov";"2025-10-03 21:36:23";"2";"1";NULL;"0";NULL;"0";"0";"1";"0";
"565";;"17981";"1";"17981-1.mp4";"2025-10-03 21:42:34";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"566";;"21257";"1";"21257-1.mp4";"2025-10-03 21:42:54";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"567";;"17980";"1";"17980-1.mp4";"2025-10-03 21:43:15";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"568";;"17981";"2";"17981-2.mp4";"2025-10-03 21:43:32";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"569";;"5203";"1";"5203-1.mov";"2025-10-03 21:45:32";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"570";;"17980";"2";"17980-2.mov";"2025-10-03 21:48:16";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"571";;"32020";"2";"32020-2.mov";"2025-10-03 21:51:59";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"572";;"17831";"1";"17831-1.mov";"2025-10-03 21:52:05";"2";"1";NULL;"0";NULL;"0";"0";"1";"0";
"573";;"28197";"1";"28197-1.mov";"2025-10-03 21:52:27";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"574";;"3042";"3";"3042-3.mov";"2025-10-03 21:53:05";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"575";;"6297";"6";"6297-6.mp4";"2025-10-03 22:01:10";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"576";;"23643";"3";"23643-3.mp4";"2025-10-03 22:01:24";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"577";;"15095";"1";"15095-1.MOV";"2025-10-03 22:02:12";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"578";;"3669";"2";"3669-2.mov";"2025-10-03 22:03:41";"2";"1";NULL;"0";NULL;"0";"0";"1";"1";
"579";;"14668";"3";"14668-3.mov";"2025-10-03 22:03:44";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";"Tochter für Mama"
"580";;"8259";"1";"8259-1.mp4";"2025-10-03 22:05:12";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"581";;"18137";"4";"18137-4.mp4";"2025-10-03 22:05:32";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";"hunde"
"582";;"5787";"2";"5787-2.mp4";"2025-10-03 22:08:44";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"583";;"778";"1";"778-1.mov";"2025-10-03 22:15:03";"2";"1";NULL;"0";NULL;"0";"0";"1";"0";
"584";;"4437";"2";"4437-2.mp4";"2025-10-03 22:15:26";"2";"1";NULL;"0";NULL;"0";"0";"1";"1";
"585";;"13025";"1";"13025-1.mov";"2025-10-03 22:17:12";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"586";;"33109";"2";"33109-2.mov";"2025-10-03 22:18:10";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"587";;"7985";"1";"7985-1.mp4";"2025-10-03 22:18:22";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"588";;"2855";"1";"2855-1.mov";"2025-10-03 22:18:52";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"589";;"33444";"2";"33444-2.mov";"2025-10-03 22:19:23";"2";"1";NULL;"0";NULL;"0";"0";"1";"0";
"590";;"2864";"1";"2864-1.mov";"2025-10-03 22:20:18";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"591";;"33282";"1";"33282-1.mov";"2025-10-03 22:20:34";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"592";;"24281";"1";"24281-1.mp4";"2025-10-03 22:20:53";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"593";;"24010";"1";"24010-1.mp4";"2025-10-03 22:21:33";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"594";;"4437";"3";"4437-3.mp4";"2025-10-03 22:25:16";"2";"1";NULL;"0";NULL;"0";"0";"1";"0";
"595";;"6549";"1";"6549-1.mov";"2025-10-03 22:27:55";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"596";;"28084";"1";"28084-1.mp4";"2025-10-03 22:31:44";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"597";;"33330";"1";"33330-1.mov";"2025-10-03 22:32:02";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"598";;"994";"1";"994-1.mp4";"2025-10-03 22:33:40";"2";"1";NULL;"0";NULL;"0";"0";"1";"0";
"599";;"32658";"1";"32658-1.mov";"2025-10-03 22:34:00";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"600";;"32658";"2";"32658-2.mov";"2025-10-03 22:34:04";"1";"1";NULL;"0";NULL;"0";"0";"1";"1";
"601";;"32658";"3";"32658-3.mov";"2025-10-03 22:34:09";"1";"1";NULL;"0";NULL;"0";"0";"1";"1";
"602";;"24561";"1";"24561-1.mp4";"2025-10-03 22:37:04";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"603";;"16887";"1";"16887-1.mov";"2025-10-03 22:40:04";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";"3d"
"604";;"12050";"1";"12050-1.mp4";"2025-10-03 22:41:04";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";"norwegen"
"605";;"4278";"1";"4278-1.mp4";"2025-10-03 22:41:10";"2";"1";NULL;"0";NULL;"0";"0";"1";"0";
"606";;"27258";"1";"27258-1.mp4";"2025-10-03 22:43:01";"2";"1";NULL;"0";NULL;"0";"0";"1";"0";"Kids ... papa lauf"
"607";;"27258";"2";"27258-2.mp4";"2025-10-03 22:44:49";"2";"1";NULL;"0";NULL;"0";"0";"1";"0";
"608";;"13166";"1";"13166-1.mov";"2025-10-03 22:44:58";"2";"1";NULL;"0";NULL;"0";"0";"1";"0";
"609";;"25061";"1";"25061-1.mp4";"2025-10-03 22:45:56";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"610";;"32658";"4";"32658-4.mov";"2025-10-03 22:49:27";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"611";;"532";"3";"532-3.mov";"2025-10-03 22:53:57";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"612";;"2192";"1";"2192-1.mov";"2025-10-03 22:55:21";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";"International"
"613";;"4782";"1";"4782-1.mp4";"2025-10-03 22:55:52";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"614";;"23337";"1";"23337-1.mp4";"2025-10-03 22:56:42";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"615";;"2855";"2";"2855-2.mp4";"2025-10-03 22:58:06";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"616";;"22322";"1";"22322-1.mov";"2025-10-03 22:59:22";"2";"1";NULL;"0";NULL;"0";"0";"1";"0";
"617";;"23377";"1";"23377-1.mov";"2025-10-03 23:03:24";"2";"1";NULL;"0";NULL;"0";"0";"1";"0";
"618";;"21488";"1";"21488-1.mov";"2025-10-03 23:04:21";"2";"1";NULL;"0";NULL;"0";"0";"1";"0";
"619";;"15261";"1";"15261-1.mp4";"2025-10-03 23:07:25";"2";"1";NULL;"0";NULL;"0";"0";"1";"0";
"620";;"15248";"1";"15248-1.mp4";"2025-10-03 23:08:05";"2";"1";NULL;"0";NULL;"0";"0";"1";"0";
"621";;"19036";"1";"19036-1.mp4";"2025-10-03 23:08:56";"2";"1";NULL;"0";NULL;"0";"0";"1";"0";
"622";;"16056";"1";"16056-1.mp4";"2025-10-03 23:09:41";"2";"1";NULL;"0";NULL;"0";"0";"1";"0";
"623";;"12564";"1";"12564-1.mp4";"2025-10-03 23:10:31";"2";"1";NULL;"0";NULL;"0";"0";"1";"0";
"624";;"14975";"1";"14975-1.mp4";"2025-10-03 23:11:17";"2";"1";NULL;"0";NULL;"0";"0";"1";"0";
"625";;"12657";"1";"12657-1.mp4";"2025-10-03 23:12:14";"2";"1";NULL;"0";NULL;"0";"0";"1";"0";
"626";;"26976";"1";"26976-1.mp4";"2025-10-03 23:13:35";"2";"1";NULL;"0";NULL;"0";"0";"1";"0";
"627";;"23376";"1";"23376-1.mov";"2025-10-03 23:21:07";"2";"1";NULL;"0";NULL;"0";"0";"1";"0";
"628";;"23376";"2";"23376-2.mov";"2025-10-03 23:21:35";"2";"1";NULL;"0";NULL;"0";"0";"1";"1";
"629";;"12987";"1";"12987-1.mov";"2025-10-03 23:22:34";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
"630";;"17734";"1";"17734-1.mp4";"2025-10-03 23:23:19";"1";"1";NULL;"0";NULL;"0";"0";"1";"0";
